MFGP,Micro Focus Intl PLC ADS each representing One Ord Sh,Computer Software: Prepackaged Software
VCV,Invesco California Value Municipal Income Trust Common Stock,
BCBP,BCB Bancorp Inc. (NJ) Common Stock,Savings Institutions
BEEM,Beam Global Common Stock,Semiconductors
INGR,Ingredion Incorporated Common Stock,Packaged Foods
CAI,CAI International Inc. Common Stock,Diversified Commercial Services
FMBH,First Mid Bancshares Inc. Common Stock,Major Banks
SQ,Square Inc. Class A Common Stock,Computer Software: Prepackaged Software
YSG,Yatsen Holding Limited American Depositary Shares each representing four Class A ordinary shares,Package Goods/Cosmetics
NP,Neenah Inc. Common Stock,Paper
CLSK,CleanSpark Inc. Common Stock,EDP Services
ELP,Companhia Paranaense de Energia (COPEL) Common Stock,Electric Utilities: Central
FARM,Farmer Brothers Company Common Stock,Packaged Foods
TRTX,TPG RE Finance Trust Inc. Common Stock,Real Estate Investment Trusts
NVR,NVR Inc. Common Stock,Homebuilding
NYCB,New York Community Bancorp Inc. Common Stock,Banks
SNX,Synnex Corporation Common Stock,Retail: Computer Software & Peripheral Equipment
GHL,Greenhill & Co. Inc. Common Stock,Investment Bankers/Brokers/Service
DUC,Duff & Phelps Utility & Corporate Bond Trust Inc. Common Stock,
CDMO,Avid Bioservices Inc. Common Stock,Major Pharmaceuticals
XENE,Xenon Pharmaceuticals Inc. Common Shares,Major Pharmaceuticals
BGSF,BG Staffing Inc Common Stock,Professional Services
CVLT,Commvault Systems Inc. Common Stock,Computer Software: Prepackaged Software
PHIO,Phio Pharmaceuticals Corp. Common Stock,Major Pharmaceuticals
CRNC,Cerence Inc. Common Stock,Computer Software: Prepackaged Software
GGZ,Gabelli Global Small and Mid Cap Value Trust (The) Common Shares of Beneficial Interest,
RPD,Rapid7 Inc. Common Stock,Computer Software: Prepackaged Software
WEX,WEX Inc. common stock,Business Services
CWK,Cushman & Wakefield plc Ordinary Shares,Real Estate
STN,Stantec Inc Common Stock,Military/Government/Technical
CSWC,Capital Southwest Corporation Common Stock,Textiles
FR,First Industrial Realty Trust Inc. Common Stock,Real Estate Investment Trusts
BCAB,BioAtla Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
ON,ON Semiconductor Corporation Common Stock,Semiconductors
TBA,Thoma Bravo Advantage Class A Ordinary Shares,Business Services
DY,Dycom Industries Inc. Common Stock,Water Supply
GLSI,Greenwich LifeSciences Inc. Common Stock,Major Pharmaceuticals
GDO,Western Asset Global Corporate Defined Opportunity Fund Inc. Western Asset Global Corporate Defined Opportunity Fund Inc.,
BA,Boeing Company (The) Common Stock,Aerospace
GRA,W.R. Grace & Co. Common Stock,Major Chemicals
FRD,Friedman Industries Inc. Common Stock,Steel/Iron Ore
CCI,Crown Castle International Corp. (REIT) Common Stock,
HNNA,Hennessy Advisors Inc. Common Stock,Investment Managers
GEF,Greif Inc. Class A Common Stock,
OTTR,Otter Tail Corporation Common Stock,Electric Utilities: Central
CSGP,CoStar Group Inc. Common Stock,Business Services
LMNL,Liminal BioSciences Inc. Common Shares,Major Pharmaceuticals
MBUU,Malibu Boats Inc. Class A Common Stock,Marine Transportation
HFWA,Heritage Financial Corporation Common Stock,Banks
AIMC,Altra Industrial Motion Corp. Common Stock,Industrial Machinery/Components
SIEB,Siebert Financial Corp. Common Stock,Investment Bankers/Brokers/Service
EXC,Exelon Corporation Common Stock,Power Generation
MUE,Blackrock MuniHoldings Quality Fund II Inc. Common Stock,
LODE,Comstock Mining Inc. Common Stock,Precious Metals
PRCH,Porch Group Inc. Common Stock,Computer Software: Prepackaged Software
FPH,Five Point Holdings LLC Class A Common Shares,Real Estate
KB,KB Financial Group Inc,Commercial Banks
USAC,USA Compression Partners LP Common Units Representing Limited Partner Interests,Natural Gas Distribution
VEL,Velocity Financial Inc. Common Stock,Finance: Consumer Services
JRVR,James River Group Holdings Ltd. Common Shares,Property-Casualty Insurers
BMTX,BM Technologies Inc. Common Stock,Major Banks
FSKR,FS KKR Capital Corp. II Common Stock,
CKH,SEACOR Holdings Inc. Common Stock,Marine Transportation
TSN,Tyson Foods Inc. Common Stock,Meat/Poultry/Fish
DISH,DISH Network Corporation Class A Common Stock,Television Services
SLNO,Soleno Therapeutics Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ADTN,ADTRAN Inc. Common Stock,Telecommunications Equipment
SFTW,Osprey Technology Acquisition Corp. Class A Common Stock,Business Services
NVAX,Novavax Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
HARP,Harpoon Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
VRS,Verso Corporation Common Stock,Paper
WVVI,Willamette Valley Vineyards Inc. Common Stock,Beverages (Production/Distribution)
EXD,Eaton Vance Tax-Managed Buy-Write Strategy Fund Common Shares of Beneficial Interest,
CRSP,CRISPR Therapeutics AG Common Shares,Biotechnology: Biological Products (No Diagnostic Substances)
PNC,PNC Financial Services Group Inc. (The) Common Stock,Major Banks
DSGX,Descartes Systems Group Inc. (The) Common Stock,Computer Software: Prepackaged Software
VTGN,VistaGen Therapeutics Inc. Common Stock,Major Pharmaceuticals
MTCH,Match Group Inc. Common Stock,Computer Software: Programming Data Processing
QLI,Qilian International Holding Group Ltd. Ordinary Shares,Major Pharmaceuticals
GD,General Dynamics Corporation Common Stock,Marine Transportation
FCBC,First Community Bankshares Inc. (VA) Common Stock,Major Banks
OCDX,Ortho Clinical Diagnostics plc Ordinary Shares,Biotechnology: In Vitro & In Vivo Diagnostic Substances
FELE,Franklin Electric Co. Inc. Common Stock,Metal Fabrications
ING,ING Group N.V. Common Stock,Commercial Banks
MHLD,Maiden Holdings Ltd.,Property-Casualty Insurers
IHRT,iHeartMedia Inc. Class A Common Stock,Broadcasting
PAVM,PAVmed Inc. Common Stock,Medical/Dental Instruments
AIF,Apollo Tactical Income Fund Inc. Common Stock,
OCCI,OFS Credit Company Inc. Common Stock,
BBQ,BBQ Holdings Inc. Common Stock,Restaurants
MUR,Murphy Oil Corporation Common Stock,Oil & Gas Production
GABC,German American Bancorp Inc. Common Stock,Major Banks
SGMA,SigmaTron International Inc. Common Stock,Electrical Products
OCUP,Ocuphire Pharma Inc. Common Stock,Major Pharmaceuticals
AXDX,Accelerate Diagnostics Inc. Common Stock,Biotechnology: Laboratory Analytical Instruments
QH,Quhuo Limited American Depository Shares,Business Services
KIO,KKR Income Opportunities Fund Common Shares,
PGTI,PGT Innovations Inc.,Building Products
BPT,BP Prudhoe Bay Royalty Trust Common Stock,Integrated oil Companies
NNY,Nuveen New York Municipal Value Fund Inc. Common Stock,
BKYI,BIO-key International Inc. Common Stock,Computer Communications Equipment
AMTBB,Amerant Bancorp Inc. Class B Common Stock,Major Banks
PTON,Peloton Interactive Inc. Class A Common Stock,Consumer Electronics/Appliances
KRBP,Kiromic BioPharma Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
NHLD,National Holdings Corporation Common Stock,Investment Bankers/Brokers/Service
CBZ,CBIZ Inc. Common Stock,Business Services
FUL,H. B. Fuller Company Common Stock,Home Furnishings
AWK,American Water Works Company Inc. Common Stock,Water Supply
BRO,Brown & Brown Inc. Common Stock,Specialty Insurers
INS,Intelligent Systems Corporation Common Stock,Computer Software: Prepackaged Software
DHC,Diversified Healthcare Trust Common Shares of Beneficial Interest,Real Estate Investment Trusts
ELVT,Elevate Credit Inc. Common Stock,Finance: Consumer Services
DIAX,Nuveen Dow 30SM Dynamic Overwrite Fund Common Shares of Beneficial Interest,
KPTI,Karyopharm Therapeutics Inc. Common Stock,Major Pharmaceuticals
VRDN,Viridian Therapeutics Inc. Common Stock,Medical Specialities
OPRA,Opera Limited American Depositary Shares,Computer Software: Prepackaged Software
MPB,Mid Penn Bancorp Common Stock,Major Banks
BSIG,BrightSphere Investment Group Inc. Common Stock,Investment Managers
PLG,Platinum Group Metals Ltd. Ordinary Shares (Canada),Precious Metals
ALK,Alaska Air Group Inc. Common Stock,Air Freight/Delivery Services
MYJ,Blackrock MuniYield New Jersey Fund Inc Common Stock,
PROF,Profound Medical Corp. Common Stock,Medical/Dental Instruments
NREF,NexPoint Real Estate Finance Inc. Common Stock,Real Estate Investment Trusts
NH,NantHealth Inc. Common Stock,EDP Services
NAVB,Navidea Biopharmaceuticals Inc. Common Stock,Biotechnology: In Vitro & In Vivo Diagnostic Substances
TAK,Takeda Pharmaceutical Company Limited American Depositary Shares (each representing 1/2 of a share of Common Stock),Major Pharmaceuticals
EZPW,EZCORP Inc. Class A Non Voting Common Stock,Other Specialty Stores
JNCE,Jounce Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
CCOI,Cogent Communications Holdings Inc.,Telecommunications Equipment
ASX,ASE Technology Holding Co. Ltd. American Depositary Shares (each representing Two Common Shares),Semiconductors
SEAS,SeaWorld Entertainment Inc. Common Stock,Services-Misc. Amusement & Recreation
MNKD,MannKind Corporation Common Stock,Major Pharmaceuticals
DHR,Danaher Corporation Common Stock,Industrial Machinery/Components
STM,STMicroelectronics N.V. Common Stock,Semiconductors
SYN,Synthetic Biologics Inc. Common Stock,Major Pharmaceuticals
CPLP,Capital Product Partners L.P. Common Units,Marine Transportation
UNM,Unum Group Common Stock,Accident &Health Insurance
MTC,MMTec Inc. Common Shares,
AVGO,Broadcom Inc. Common Stock,Semiconductors
ID,PARTS iD Inc. Class A Common Stock,Advertising
SPH,Suburban Propane Partners L.P. Common Stock,Other Specialty Stores
WK,Workiva Inc. Class A Common Stock,Computer Software: Prepackaged Software
OMF,OneMain Holdings Inc. Common Stock,Finance: Consumer Services
TEAM,Atlassian Corporation Plc Class A Ordinary Shares,Computer Software: Prepackaged Software
NNBR,NN Inc. Common Stock,Metal Fabrications
LFUS,Littelfuse Inc. Common Stock,Electrical Products
JMP,JMP Group LLC Common Shares,Investment Bankers/Brokers/Service
RCM,R1 RCM Inc. Common Stock,Other Consumer Services
BPRN,The Bank of Princeton Common Stock,
GTN,Gray Television Inc. Common Stock,Broadcasting
FTEK,Fuel Tech Inc. Common Stock,Pollution Control Equipment
OFLX,Omega Flex Inc. Common Stock,Industrial Specialties
NXST,Nexstar Media Group Inc. Class A Common Stock,Broadcasting
SNSE,Sensei Biotherapeutics Inc. Common Stock,
MIXT,MiX Telematics Limited American Depositary Shares each representing 25 Ordinary Shares,Computer Software: Prepackaged Software
AIH,Aesthetic Medical International Holdings Group Ltd. American Depositary Shares,Medical Specialities
BW,Babcock & Wilcox Enterprises Inc. Common Stock,Building Products
TWI,Titan International Inc. (DE) Common Stock,Steel/Iron Ore
OVV,Ovintiv Inc. (DE),Oil & Gas Production
IFN,India Fund Inc. (The) Common Stock,
DRH,Diamondrock Hospitality Company Common Stock,Real Estate Investment Trusts
ENTX,Entera Bio Ltd. Ordinary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
CHS,Chico's FAS Inc. Common Stock,Clothing/Shoe/Accessory Stores
GLOP,GasLog Partners LP Common Units representing limited partnership interests,Marine Transportation
EVC,Entravision Communications Corporation Common Stock,Broadcasting
PKO,Pimco Income Opportunity Fund Common Shares of Beneficial Interest,
WORK,Slack Technologies Inc. Class A Common Stock,Computer Software: Prepackaged Software
BXS,BancorpSouth Bank Common Stock,
CSR,D/B/A Centerspace Common Stock,
JOF,Japan Smaller Capitalization Fund Inc Common Stock,
FNB,F.N.B. Corporation Common Stock,Major Banks
RBC,Regal Beloit Corporation Common Stock,Metal Fabrications
GSX,GSX Techedu Inc. American Depositary Shares three of which representing two Class A Ordinary Shares,Other Consumer Services
CHCO,City Holding Company Common Stock,Major Banks
PFO,Flaherty & Crumrine Preferred and Income Opportunity Fund Incorporated,
HJLI,Hancock Jaffe Laboratories Inc. Common Stock,Medical/Dental Instruments
FFBC,First Financial Bancorp. Common Stock,Major Banks
EXPO,Exponent Inc. Common Stock,Professional Services
RCII,Rent-A-Center Inc. Common Stock,Diversified Commercial Services
NRGX,PIMCO Energy and Tactical Credit Opportunities Fund Common Shares of Beneficial Interest,
GPL,Great Panther Mining Limited Ordinary Shares (Canada),Precious Metals
LGI,Lazard Global Total Return and Income Fund Common Stock,
INSI,Insight Select Income Fund,
SLCT,Select Bancorp Inc. Common Stock,Major Banks
DNB,Dun & Bradstreet Holdings Inc. Common Stock,Finance: Consumer Services
GPK,Graphic Packaging Holding Company,Containers/Packaging
XL,XL Fleet Corp. Class A Common Stock,Auto Parts:O.E.M.
BWAY,Brainsway Ltd. American Depositary Shares,Medical/Dental Instruments
BOE,Blackrock Enhanced Global Dividend Trust Common Shares of Beneficial Interest,
MTP,Midatech Pharma PLC American Depositary Shs,Major Pharmaceuticals
AGR,Avangrid Inc. Common Stock,Electric Utilities: Central
IMBI,iMedia Brands Inc. Class A Common Stock,Catalog/Specialty Distribution
FDUS,Fidus Investment Corporation Common Stock,
ESPR,Esperion Therapeutics Inc. Common Stock,Major Pharmaceuticals
MFT,Blackrock MuniYield Investment Quality Fund Common Shares of Beneficial Interest,
PRG,PROG Holdings Inc. Common Stock,Diversified Commercial Services
PKBK,Parke Bancorp Inc. Common Stock,Major Banks
FPAC,Far Peak Acquisition Corporation Class A Ordinary Shares,Business Services
ASC,Ardmore Shipping Corporation Common Stock,Marine Transportation
LCII,LCI Industries,Auto Parts:O.E.M.
C,Citigroup Inc. Common Stock,Major Banks
JWN,Nordstrom Inc. Common Stock,Clothing/Shoe/Accessory Stores
BFRA,Biofrontera AG American Depositary Shares,Major Pharmaceuticals
MYE,Myers Industries Inc. Common Stock,Plastic Products
AGRX,Agile Therapeutics Inc. Common Stock,Major Pharmaceuticals
GENC,Gencor Industries Inc. Common Stock,Construction/Ag Equipment/Trucks
RLMD,Relmada Therapeutics Inc. Common Stock,Major Pharmaceuticals
SE,Sea Limited American Depositary Shares each representing one Class A Ordinary Share,Other Consumer Services
TTWO,Take-Two Interactive Software Inc. Common Stock,Computer Software: Prepackaged Software
CHMG,Chemung Financial Corp Common Stock,Major Banks
NEPT,Neptune Wellness Solutions Inc. Ordinary Shares,Major Pharmaceuticals
PCOM,Points International Ltd. Common Shares,Business Services
GEG,Great Elm Group Inc. Common Stock,Computer Software: Prepackaged Software
GBT,Global Blood Therapeutics Inc. Common Stock,Major Pharmaceuticals
KALA,Kala Pharmaceuticals Inc. Common Stock,Major Pharmaceuticals
PLTK,Playtika Holding Corp. Common Stock,EDP Services
FNCB,FNCB Bancorp Inc. Common Stock,Major Banks
BRMK,Broadmark Realty Capital Inc. Common Stock,Real Estate Investment Trusts
BKT,BlackRock Income Trust Inc. (The),
VXRT,Vaxart Inc Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
NLTX,Neoleukin Therapeutics Inc. Common Stock,Major Pharmaceuticals
TMTS,Spartacus Acquisition Corporation Class A Common Stock,Business Services
MFC,Manulife Financial Corporation Common Stock,Life Insurance
VLDR,Velodyne Lidar Inc. Common Stock,Industrial Machinery/Components
LUV,Southwest Airlines Company Common Stock,Air Freight/Delivery Services
FOSL,Fossil Group Inc. Common Stock,Consumer Specialties
WORX,SCWorx Corp. Common Stock,Services-Misc. Amusement & Recreation
SRGA,Surgalign Holdings Inc. Common Stock,Industrial Specialties
AAMC,Altisource Asset Management Corp Com,Real Estate
BVN,Buenaventura Mining Company Inc.,Precious Metals
RENN,Renren Inc. American Depositary Shares each representing fifteen Class A ordinary shares,Automotive Aftermarket
VLO,Valero Energy Corporation Common Stock,Integrated oil Companies
MREO,Mereo BioPharma Group plc American Depositary Shares,Major Pharmaceuticals
UVSP,Univest Financial Corporation Common Stock,Major Banks
FANG,Diamondback Energy Inc. Commmon Stock,Oil & Gas Production
ENS,EnerSys Common Stock,Industrial Machinery/Components
DXCM,DexCom Inc. Common Stock,Medical/Dental Instruments
SIX,Six Flags Entertainment Corporation New Common Stock,Services-Misc. Amusement & Recreation
BXC,Bluelinx Holdings Inc. Common Stock,Wholesale Distributors
NVDA,NVIDIA Corporation Common Stock,Semiconductors
SHC,Sotera Health Company Common Stock,Misc Health and Biotechnology Services
TAIT,Taitron Components Incorporated Class A Common Stock,Electronic Components
BANR,Banner Corporation Common Stock,Major Banks
ECOR,electroCore Inc. Common Stock,Biotechnology: Electromedical & Electrotherapeutic Apparatus
MBOT,Microbot Medical Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
GRCL,Gracell Biotechnologies Inc. American Depositary Shares,Major Pharmaceuticals
HYRE,HyreCar Inc. Common Stock,Rental/Leasing Companies
CIIC,CIIG Merger Corp. Class A Common Stock,Business Services
LEAF,Leaf Group Ltd. Common Stock,EDP Services
RPAI,Retail Properties of America Inc. Class A Common Stock,Real Estate Investment Trusts
TIXT,TELUS International (Cda) Inc. Subordinate Voting Shares,
POOL,Pool Corporation Common Stock,Industrial Specialties
REKR,Rekor Systems Inc. Common Stock,Telecommunications Equipment
CORR,CorEnergy Infrastructure Trust Inc. Common Stock,Real Estate Investment Trusts
FORTY,Formula Systems (1985) Ltd. American Depositary Shares,EDP Services
PTCT,PTC Therapeutics Inc. Common Stock,Major Pharmaceuticals
PNTG,The Pennant Group Inc. Common Stock,Medical/Nursing Services
BFZ,BlackRock California Municipal Income Trust,
WRB,W.R. Berkley Corporation Common Stock,Property-Casualty Insurers
ORGS,Orgenesis Inc. Common Stock,Major Pharmaceuticals
CREX,Creative Realities Inc. Common Stock,EDP Services
SCPH,scPharmaceuticals Inc. Common Stock,Major Pharmaceuticals
ECF,Ellsworth Growth and Income Fund Ltd.,
MRO,Marathon Oil Corporation Common Stock,Oil & Gas Production
NUS,Nu Skin Enterprises Inc. Common Stock,Other Pharmaceuticals
MRCC,Monroe Capital Corporation Common Stock,
PDFS,PDF Solutions Inc. Common Stock,Computer Software: Prepackaged Software
EAF,GrafTech International Ltd. Common Stock,Industrial Machinery/Components
COHN,Cohen & Company Inc.,Investment Bankers/Brokers/Service
SRT,StarTek Inc. Common Stock,Professional Services
AMRN,Amarin Corporation plc,Major Pharmaceuticals
TYG,Tortoise Energy Infrastructure Corporation Common Stock,
TPH,Tri Pointe Homes Inc. Common Stock,Homebuilding
VFF,Village Farms International Inc. Common Shares,Farming/Seeds/Milling
VVV,Valvoline Inc. Common Stock,Major Chemicals
PAI,Western Asset Investment Grade Income Fund Inc.,
LITE,Lumentum Holdings Inc. Common Stock,Telecommunications Equipment
CCO,Clear Channel Outdoor Holdings Inc. Common Stock,Advertising
IBM,International Business Machines Corporation Common Stock,Computer Manufacturing
VALE,VALE S.A.  American Depositary Shares Each Representing one common share,Precious Metals
BHSE,Bull Horn Holdings Corp. Ordinary Shares,Business Services
NRP,Natural Resource Partners LP Limited Partnership,Coal Mining
COP,ConocoPhillips Common Stock,Integrated oil Companies
ZLAB,Zai Lab Limited American Depositary Shares,Major Pharmaceuticals
RMED,Ra Medical Systems Inc. Common Stock,Medical/Dental Instruments
DPW,Ault Global Holdings Inc. Common Stock,Industrial Machinery/Components
CCK,Crown Holdings Inc.,Containers/Packaging
PTRS,Partners Bancorp Common Stock,Major Banks
TLGT,Teligent Inc. Common Stock,Major Pharmaceuticals
SB,Safe Bulkers Inc Common Stock ($0.001 par value),Marine Transportation
STAR,iStar Inc. Common Stock,Real Estate Investment Trusts
LMAT,LeMaitre Vascular Inc. Common Stock,Medical/Dental Instruments
HUYA,HUYA Inc. American depositary shares each  representing one Class A ordinary share,Computer Software: Programming Data Processing
AKBA,Akebia Therapeutics Inc. Common Stock,Major Pharmaceuticals
PLL,Piedmont Lithium Limited American Depositary Receipts,
MXIM,Maxim Integrated Products Inc. Common Stock,Semiconductors
TRCH,Torchlight Energy Resources Inc. Common Stock,Oil & Gas Production
SLAB,Silicon Laboratories Inc. Common Stock,Semiconductors
TTM,Tata Motors Ltd Tata Motors Limited,Auto Manufacturing
SAGE,Sage Therapeutics Inc. Common Stock,Major Pharmaceuticals
SPSC,SPS Commerce Inc. Common Stock,Computer Software: Prepackaged Software
GE,General Electric Company Common Stock,Consumer Electronics/Appliances
DVN,Devon Energy Corporation Common Stock,Oil & Gas Production
HUBS,HubSpot Inc. Common Stock,Computer Software: Prepackaged Software
TPB,Turning Point Brands Inc. Common Stock,Tobacco
NNDM,Nano Dimension Ltd. American Depositary Shares,Electrical Products
WHR,Whirlpool Corporation Common Stock,Consumer Electronics/Appliances
AVK,Advent Convertible and Income Fund,
IGC,India Globalization Capital Inc. Common Stock,Electronic Components
SHLS,Shoals Technologies Group Inc. Class A Common Stock,Semiconductors
CLRB,Cellectar Biosciences Inc.  Common Stock,Major Pharmaceuticals
MDC,M.D.C. Holdings Inc. Common Stock,Homebuilding
APRE,Aprea Therapeutics Inc. Common stock,Major Pharmaceuticals
AFT,Apollo Senior Floating Rate Fund Inc. Common Stock,
SWKH,SWK Holdings Corporation Common Stock,Diversified Financial Services
PSTH,Pershing Square Tontine Holdings Ltd. Class A Common Stock,Business Services
OSBC,Old Second Bancorp Inc. Common Stock,Major Banks
TCDA,Tricida Inc. Common Stock,Major Pharmaceuticals
COLM,Columbia Sportswear Company Common Stock,Apparel
EPM,Evolution Petroleum Corporation Inc. Common Stock,Oil & Gas Production
SHOP,Shopify Inc. Class A Subordinate Voting Shares,Computer Software: Prepackaged Software
MDXG,MiMedx Group Inc Common Stock,Medical/Dental Instruments
NXTD,Nxt-ID Inc. Common Stock,Diversified Commercial Services
PACW,PacWest Bancorp Common Stock,Major Banks
MMYT,MakeMyTrip Limited Ordinary Shares,Transportation Services
UWMC,UWM Holdings Corporation Class A Common Stock,Finance: Consumer Services
ESBK,Elmira Savings Bank Elmira NY Common Stock,Major Banks
GLT,Glatfelter Corporation Common Stock,Paper
ALLO,Allogene Therapeutics Inc. Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
INT,World Fuel Services Corporation Common Stock,Oil Refining/Marketing
CMP,Compass Minerals Intl Inc Common Stock,Mining & Quarrying of Nonmetallic Minerals (No Fuels)
TLRY,Tilray Inc. Class 2 Common Stock,Specialty Chemicals
PULM,Pulmatrix Inc. Common Stock,Major Pharmaceuticals
PB,Prosperity Bancshares Inc. Common Stock,Major Banks
VKTX,Viking Therapeutics Inc. Common Stock,Major Pharmaceuticals
UE,Urban Edge Properties Common Shares of Beneficial Interest,Real Estate
HAAC,Health Assurance Acquisition Corp. Class A Common Stock,Business Services
BYD,Boyd Gaming Corporation Common Stock,Hotels/Resorts
IPG,Interpublic Group of Companies Inc. (The) Common Stock,Advertising
INBK,First Internet Bancorp Common Stock,Major Banks
NWN,Northwest Natural Holding Company Common Stock,Oil/Gas Transmission
ABNB,Airbnb Inc. Class A Common Stock,Diversified Commercial Services
MO,Altria Group Inc.,Farming/Seeds/Milling
FARO,FARO Technologies Inc. Common Stock,Industrial Machinery/Components
DM,Desktop Metal Inc. Class A Common Stock,Industrial Machinery/Components
ASLN,ASLAN Pharmaceuticals Limited American Depositary Shares,Major Pharmaceuticals
HYMC,Hycroft Mining Holding Corporation Class A Common Stock,Precious Metals
ONTX,Onconova Therapeutics Inc. Common Stock,Major Pharmaceuticals
UVE,UNIVERSAL INSURANCE HOLDINGS INC Common Stock,Property-Casualty Insurers
RGEN,Repligen Corporation Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
CBD,Companhia Brasileira de Distribuicao American Depsitary Shares; each representing one Common Share,Food Chains
FTS,Fortis Inc. Common Shares,Electric Utilities: Central
BALY,Bally's Corporation Common Stock,Hotels/Resorts
HUN,Huntsman Corporation Common Stock,Major Chemicals
EVG,Eaton Vance Short Diversified Income Fund Eaton Vance Short Duration Diversified Income Fund Common Shares of Beneficial Interest,
SANM,Sanmina Corporation Common Stock,Electrical Products
CCRC,China Customer Relations Centers Inc. Ordinary Shares,Business Services
ALG,Alamo Group Inc. Common Stock,Industrial Machinery/Components
SMAR,Smartsheet Inc. Class A Common Stock,Computer Software: Prepackaged Software
MCHX,Marchex Inc. Class B Common Stock,Business Services
EXAS,Exact Sciences Corporation Common Stock,Biotechnology: Commercial Physical & Biological Resarch
BCOV,Brightcove Inc. Common Stock,EDP Services
ZTS,Zoetis Inc. Class A Common Stock,Major Pharmaceuticals
SRRK,Scholar Rock Holding Corporation Common Stock,Biotechnology: Biological Products (No Diagnostic Substances)
LLNW,Limelight Networks Inc. Common Stock,Business Services
GCP,GCP Applied Technologies Inc. Common Stock,Major Chemicals
URGN,UroGen Pharma Ltd. Ordinary Shares,Major Pharmaceuticals
SWAV,ShockWave Medical Inc. Common Stock,Medical/Dental Instruments
ARVN,Arvinas Inc. Common Stock,Major Pharmaceuticals
ENIC,Enel Chile S.A. American Depositary Shares (Each representing 50 shares of Common Stock),Electric Utilities: Central
VMI,Valmont Industries Inc. Common Stock,Metal Fabrications
VEON,VEON Ltd. ADS,Telecommunications Equipment
ADUS,Addus HomeCare Corporation Common Stock,Medical/Nursing Services
USNA,USANA Health Sciences Inc. Common Stock,Specialty Chemicals
GSK,GlaxoSmithKline PLC Common Stock,Major Pharmaceuticals
MTA,Metalla Royalty & Streaming Ltd. Common Shares,Precious Metals
RCMT,RCM Technologies Inc. Common Stock,Professional Services
TARO,Taro Pharmaceutical Industries Ltd. Ordinary Shares,Major Pharmaceuticals
GMAB,Genmab A/S ADS,Major Pharmaceuticals
CVEO,Civeo Corporation (Canada) Common Shares,Hotels/Resorts
ARMK,Aramark Common Stock,Restaurants
HAS,Hasbro Inc. Common Stock,Recreational Products/Toys
LCI,Lannett Co Inc Common Stock,Major Pharmaceuticals
PNF,PIMCO New York Municipal Income Fund Common Stock,
MCFT,MasterCraft Boat Holdings Inc. Common Stock,Marine Transportation
ERYP,Erytech Pharma S.A. American Depositary Shares,Biotechnology: Biological Products (No Diagnostic Substances)
IAF,Aberdeen Australia Equity Fund Inc Common Stock,
MED,MEDIFAST INC Common Stock,Packaged Foods
GDYN,Grid Dynamics Holdings Inc. Class A Common Stock,Computer Software: Prepackaged Software
FSK,FS KKR Capital Corp. Common Stock,
MMX,Maverix Metals Inc. Common Shares,Precious Metals
DMRC,Digimarc Corporation Common Stock,EDP Services
CMPS,COMPASS Pathways Plc American Depository Shares,Major Pharmaceuticals
SNCR,Synchronoss Technologies Inc. Common Stock,EDP Services
BCE,BCE Inc. Common Stock,Telecommunications Equipment
PAM,Pampa Energia S.A. Pampa Energia S.A.,Electric Utilities: Central
MWA,MUELLER WATER PRODUCTS Common Stock,Metal Fabrications
CAN,Canaan Inc. American Depositary Shares,Semiconductors
LNT,Alliant Energy Corporation Common Stock,Power Generation
PCN,Pimco Corporate & Income Strategy Fund Common Stock,
BSX,Boston Scientific Corporation Common Stock,Medical/Dental Instruments
VCNX,Vaccinex Inc. Common Stock,Major Pharmaceuticals
AEYE,AudioEye Inc. Common Stock,Computer Software: Prepackaged Software
SPI,SPI Energy Co. Ltd. Ordinary Shares,Semiconductors
CSPI,CSP Inc. Common Stock,EDP Services
ANNX,Annexon Inc. Common Stock,Major Pharmaceuticals
RMI,RiverNorth Opportunistic Municipal Income Fund Inc. Common Stock,
APH,Amphenol Corporation Common Stock,Electrical Products
CLBK,Columbia Financial Inc. Common Stock,Savings Institutions
CXDO,Crexendo Inc. Common Stock,Telecommunications Equipment
SCPL,SciPlay Corporation Class A Common Stock,EDP Services
BRPA,Big Rock Partners Acquisition Corp. Common Stock,Business Services
GGM,Guggenheim Credit Allocation Fund Common Shares of Beneficial Interest,
SANW,S&W Seed Company Common Stock (NV),Farming/Seeds/Milling
VMAR,Vision Marine Technologies Inc. Common Shares,Marine Transportation
SKYW,SkyWest Inc. Common Stock,Air Freight/Delivery Services
GOOGL,Alphabet Inc. Class A Common Stock,Computer Software: Programming Data Processing
CVE,Cenovus Energy Inc Common Stock,Oil & Gas Production
AUDC,AudioCodes Ltd. Common Stock,Telecommunications Equipment
WY,Weyerhaeuser Company Common Stock,Real Estate Investment Trusts
